condition,task,seed,success,collision,viability,payload_rmse,formation_rmse,energy,final_gap,architecture_score,role_accuracy,blanket_accuracy,exact_partition,agreements,causal_changes,synergy
collective_diagnostic,repair,2011,0,0,0.8077573068030913,0.2003217902298398,0.16319971203835212,11.058075,11.408686017043646,0.19275824449156756,0.6766304347826086,0.7554347826086957,1.0,6,0,0.09691274604411759
collective_diagnostic,repair,2012,0,0,0.7782784572736761,0.24455493902319647,0.11581701923142501,12.37005,9.19139165194599,0.24537759605322934,0.5679347826086957,0.6711956521739131,0.0,7,0,0.12504927805837973
collective_diagnostic,repair,2013,0,0,0.8330998254078583,0.19261666699834532,0.12872853169292942,9.371250000000002,11.330256959260888,0.196985060705555,0.4782608695652174,0.6847826086956522,0.0,7,0,0.1665195641736703
collective_diagnostic,repair,2014,0,0,0.861807587354611,0.14970582124568874,0.14564817493364285,8.059275000000005,8.156378310088582,0.30133327311801783,0.6671195652173914,0.7364130434782609,0.0,4,0,0.19243241662188282
collective_diagnostic,repair,2015,0,0,0.7999889915084614,0.2379393925418574,0.11759312964420247,12.370049999999999,10.96608488855558,0.22181387328701274,0.5122282608695652,0.7228260869565217,0.0,7,0,0.07587423275987115
collective_diagnostic,repair,2016,0,0,0.7731980598268239,0.24069743488651385,0.1347103490235291,13.682025000000001,7.90788457619033,0.300381964011301,0.7758152173913043,0.8315217391304348,0.0,6,0,0.12917728637883796
collective_diagnostic,repair,2017,0,0,0.8641855870103853,0.18254667513422246,0.14028920594174146,7.6844250000000045,6.185949969081157,0.4047460532181565,0.7554347826086957,0.875,1.0,6,0,0.09926760992013561
collective_diagnostic,repair,2018,0,0,0.8467840064775353,0.18019062637825992,0.1503301159716341,8.808975000000002,10.226610311440314,0.23531429462330322,0.48233695652173914,0.6657608695652174,0.0,5,0,0.12910442560305446
collective_diagnostic,repair,2019,0,0,0.7636373500686113,0.24385255432583366,0.1153246717142773,14.61914999999999,9.700837044993708,0.23781151884962937,0.8097826086956522,0.8641304347826086,1.0,4,0,0.08970963023871925
collective_diagnostic,reconfigure,2000,0,0,0.7146879823159493,0.2539559711630714,0.25056590124102485,11.995199999999999,0.0,0.5394474453126652,0.7445652173913043,0.8369565217391305,1.0,1,0,0.5968371545274539
collective_diagnostic,reconfigure,2001,0,0,0.7930875139551562,0.14590564186557878,0.19087526504867966,7.309575000000004,0.0,0.4992201381405197,0.7771739130434783,0.8478260869565217,1.0,1,0,0.6789318851987063
collective_diagnostic,reconfigure,2002,0,0,0.768872522102363,0.1592889413309277,0.21088062326122384,7.871850000000004,0.0,0.48451269352057136,0.6671195652173914,0.7744565217391305,0.0,1,0,0.6381043646835253
collective_diagnostic,reconfigure,2003,0,0,0.7073748157383257,0.20979176209777545,0.19949057102168305,11.620349999999993,0.0,0.4400753104253904,0.71875,0.7961956521739131,1.0,1,0,0.5903402722209178
collective_diagnostic,reconfigure,2004,0,0,0.7430140473653742,0.24429533313150192,0.22508671608128422,10.120949999999999,0.0,0.5246250453770338,0.6589673913043478,0.7336956521739131,0.0,1,0,0.6320088728740085
collective_diagnostic,reconfigure,2005,0,0,0.7975018255514428,0.17476289245586765,0.1789295693736134,7.309575000000004,0.0,0.5318559596267242,0.6616847826086957,0.7472826086956522,0.0,1,0,0.6739206227195963
